title,company,location,experience,description,skills,salary,url,source,scraped_at
Python Developer salaries in Dallas,Responsible ,Not specified,Not specified,"Responsible for full-stack technical development of platform and modules using DevOps methodology.Demonstrated experience building robust, resilient platforms…View allVirtualware Innovations jobs in Dallas, TX-Dallas jobsSalary Search:Python Developer salaries in Dallas, TX",Python,Not specified,https://www.indeed.com/jobs?q=python+developer&start=30,Indeed,2025-10-30T23:47:25.909486
Senior Python Developer,Return ,Not specified,Not specified,"Return to Search ResultJob Post DetailsSenior Python Developer- job postHoplite Solutions LLCFort Meade, MDFull-timeYou must create an Indeed account before continuing to the company website to applyApply on company sitesave-iconProfile insightsFind out how your skills align with the job descriptionLicensesDo you have a validTS/SCI with Polygraphsecurity clearance?YesNoSkillsDo you have experience inVersion control?YesNoEducationDo you have aBachelor's degree in computer science?YesNo&nbsp;Job detailsJob typeFull-time&nbsp;BenefitsPulled from the full job descriptionReferral programTuition reimbursement401(k) matchingDisability insurancePaid holidays401(k) 7% Match&nbsp;Full job descriptionHoplite Solutions is seeking a motivated Senior Python Developer with the right knowledge, skills, and abilities to support a new cybersecurity initiative. You will work closely with a small team and mission stakeholders to capture requirements, create parsers for network protocols, develop fingerpri...","Python, Git",Not specified,https://www.indeed.com/jobs?q=python+developer&start=30,Indeed,2025-10-30T23:47:25.912521
Senior Python Developer,Senior ,Not specified,Not specified,"Senior Python Developer- job postHoplite Solutions LLCFort Meade, MDFull-timeYou must create an Indeed account before continuing to the company website to applyApply on company sitesave-iconProfile insightsFind out how your skills align with the job descriptionLicensesDo you have a validTS/SCI with Polygraphsecurity clearance?YesNoSkillsDo you have experience inVersion control?YesNoEducationDo you have aBachelor's degree in computer science?YesNo&nbsp;Job detailsJob typeFull-time&nbsp;BenefitsPulled from the full job descriptionReferral programTuition reimbursement401(k) matchingDisability insurancePaid holidays401(k) 7% Match&nbsp;Full job descriptionHoplite Solutions is seeking a motivated Senior Python Developer with the right knowledge, skills, and abilities to support a new cybersecurity initiative. You will work closely with a small team and mission stakeholders to capture requirements, create parsers for network protocols, develop fingerprints and signatures to identify suspicio...","Python, Git",Not specified,https://www.indeed.com/jobs?q=python+developer&start=30,Indeed,2025-10-30T23:47:25.968980
Senior Python Developer with the right knowledge,Profile ,Not specified,Not specified,"Profile insightsFind out how your skills align with the job descriptionLicensesDo you have a validTS/SCI with Polygraphsecurity clearance?YesNoSkillsDo you have experience inVersion control?YesNoEducationDo you have aBachelor's degree in computer science?YesNo&nbsp;Job detailsJob typeFull-time&nbsp;BenefitsPulled from the full job descriptionReferral programTuition reimbursement401(k) matchingDisability insurancePaid holidays401(k) 7% Match&nbsp;Full job descriptionHoplite Solutions is seeking a motivated Senior Python Developer with the right knowledge, skills, and abilities to support a new cybersecurity initiative. You will work closely with a small team and mission stakeholders to capture requirements, create parsers for network protocols, develop fingerprints and signatures to identify suspicious and anomalous network activity, and deploy solutions to customer supported tools to automate and enable data and metadata analysis.Mission Focus:Collaborate closely with customers to over...","Python, Git",Not specified,https://www.indeed.com/jobs?q=python+developer&start=30,Indeed,2025-10-30T23:47:26.062548
Python Software Engineer,Python ,Not specified,Not specified,"Python Software EngineerDurlston PartnersHybrid work in New York, NYA Fixed Income Global Macro fund is seeking a Middle OfficePythonDeveloperto join their team and play a critical role in building and supporting valuations…View allDurlston Partners jobs in New York, NY-New York jobs-Python Developer jobs in New York, NYSalary Search:Python Software Engineer salaries in New York, NY",Python,Not specified,https://www.indeed.com/rc/clk?jk=2d085a2b2485d263&bb=A6i9GU5R4W63TeSL2pEVu4Lg62KdwiUVbIGhaful0nRSuuS_PKfV8Fw1m_BNMZ2YW04fC3U2zvaVm4lX6WoOfQHHvgvGLOX1aq6aQ0pEG5QK1Bvmm6OIAbpO2cJsdL2JmPNlnZ-t3o88hJPutkr_ag%3D%3D&xkcb=SoCV67M3rbC4c5RjKZ0JbzkdCdPP&fccid=7f5f5c34e9ad5942&vjs=3,Indeed,2025-10-30T23:47:53.398894
PythonDeveloperto join their team and play a critical role in building and supporting valuations,Fixed Inc,Not specified,Not specified,"A Fixed Income Global Macro fund is seeking a Middle OfficePythonDeveloperto join their team and play a critical role in building and supporting valuations…View allDurlston Partners jobs in New York, NY-New York jobs-Python Developer jobs in New York, NYSalary Search:Python Software Engineer salaries in New York, NY",Python,Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.404469
Senior Python Developer Development,Senior ,Not specified,Not specified,"Senior Python Developer DevelopmentTechnostacksMcKinney, TX 75070Leadership & Team Management: Lead, mentor, and guide a team ofdevelopersin both frontend and backend technologies.FULL TIME – ONSITE ( NO REMOTE ).View allTechnostacks jobs in McKinney, TX-McKinney jobs-Python Developer jobs in McKinney, TXSalary Search:Senior Python Developer Development salaries in McKinney, TX",Python,Not specified,https://www.indeed.com/rc/clk?jk=83c9e39714b28eac&bb=A6i9GU5R4W63TeSL2pEVu2OYnGUo0D73q8-ViTStAYVn7RWxwR0Io8p8Oo2Pg5qx5zj7eo2xuxR4MS8YGrsS8qzNGZM0QegU3xEqk4dJBLoEj_DuhNrHzOjlN36OZWJ1OZRWU0eZBrZvqK9Lzsj7ag%3D%3D&xkcb=SoAh67M3rbC4c5RjKZ0IbzkdCdPP&fccid=3635fadb5dd2c39e&vjs=3,Indeed,2025-10-30T23:47:53.405536
developersin both frontend and backend technologies,Leadership ,Not specified,Not specified,"Leadership & Team Management: Lead, mentor, and guide a team ofdevelopersin both frontend and backend technologies.FULL TIME – ONSITE ( NO REMOTE ).View allTechnostacks jobs in McKinney, TX-McKinney jobs-Python Developer jobs in McKinney, TXSalary Search:Senior Python Developer Development salaries in McKinney, TX",Python,Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.411454
Python Developer,Python ,Not specified,Not specified,"Python DeveloperVirtualware InnovationsDallas, TX 75204(M Streets area)Responsible for full-stack technical development of platform and modules using DevOps methodology.Demonstrated experience building robust, resilient platforms…View allVirtualware Innovations jobs in Dallas, TX-Dallas jobsSalary Search:Python Developer salaries in Dallas, TX",Python,Not specified,https://www.indeed.com/rc/clk?jk=04783a07768c0c3f&bb=A6i9GU5R4W63TeSL2pEVuzTBxYIaKcvUdA6RDEHZ5eEScFg7QhY0vwaEyBh8shXKAGPKPIaTyJEzDVGsYGHbPgXTLBznMBHsD6vyIPSyv8ZIx0v98M0xezQS89zDCYZxKzl2urcsa-QlGS9LufNE2A%3D%3D&xkcb=SoCv67M3rbC4c5RjKZ0PbzkdCdPP&fccid=57077bd28d6e3f33&vjs=3,Indeed,2025-10-30T23:47:53.414421
Python Developer salaries in Dallas,Responsible ,Not specified,Not specified,"Responsible for full-stack technical development of platform and modules using DevOps methodology.Demonstrated experience building robust, resilient platforms…View allVirtualware Innovations jobs in Dallas, TX-Dallas jobsSalary Search:Python Developer salaries in Dallas, TX",Python,Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.421399
Python / Pyspark Developer,Python ,Not specified,Not specified,"Python / Pyspark DeveloperVirtualware InnovationsDallas, TX 75204(M Streets area)3+ years of industry experience, 2+ years of relevant big data experience.Strong programming experience,Python, pyspark , Scala preferred.View allVirtualware Innovations jobs in Dallas, TX-Dallas jobs-Python Developer jobs in Dallas, TXSalary Search:Python / Pyspark Developer salaries in Dallas, TX",Python,Not specified,https://www.indeed.com/rc/clk?jk=5f275baabecf275f&bb=A6i9GU5R4W63TeSL2pEVu3VaARxuHndxnaocii2AikuXtgMdNRWB5XxehpMi1yl25av5VfBhMYE9_o-L6q7J9H5Yx8w12rhoeYZRHajIrN3iDAKsyVeimXWPLVMdN3fdlb4HfiKBPYJTwylp6lRUCA%3D%3D&xkcb=SoAb67M3rbC4c5RjKZ0ObzkdCdPP&fccid=57077bd28d6e3f33&vjs=3,Indeed,2025-10-30T23:47:53.429500
Python,Strong ,Not specified,Not specified,"3+ years of industry experience, 2+ years of relevant big data experience.Strong programming experience,Python, pyspark , Scala preferred.View allVirtualware Innovations jobs in Dallas, TX-Dallas jobs-Python Developer jobs in Dallas, TXSalary Search:Python / Pyspark Developer salaries in Dallas, TX",Python,Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.441260
Python / Pyspark Developer,Python ,Not specified,Not specified,"Python / Pyspark DeveloperVirtualware InnovationsDallas, TX 75204(M Streets area)3+ years of industry experience, 2+ years of relevant big data experience.Strong programming experience,Python, pyspark , Scala preferred.View allVirtualware Innovations jobs in Dallas, TX-Dallas jobs-Python Developer jobs in Dallas, TXSalary Search:Python / Pyspark Developer salaries in Dallas, TX",Python,Not specified,https://www.indeed.com/viewjob?jk=890abcdef0123456,Indeed,2025-10-30T23:47:53.443551
Full stack python developer,Full ,Not specified,Not specified,"Full stack python developerInnovIT USAAustin, TXClient will pay no fees for interviews or discussions, which occur during the process of selecting a Candidate(s).View allInnovIT USA jobs in Austin, TX-Austin jobs-Full Stack Developer jobs in Austin, TXSalary Search:Full stack python developer salaries in Austin, TX",Python,Not specified,https://www.indeed.com/rc/clk?jk=704a2a4994ddef31&bb=A6i9GU5R4W63TeSL2pEVuzQTsGVwOIRw5GA5a-7AwYT___AzSFs5mQ1i4a-5rnXjHBr_SBxuVhvE1l047FpUVivXjvd4z3Ki6Y2Lu16hoSrsN1lc_WeRD_XLNptCR9RNucfmoPSdSKryqpn1g4ajiQ%3D%3D&xkcb=SoAy67M3rbC4c5RjKZ0MbzkdCdPP&fccid=7322f36fffb03aa6&vjs=3,Indeed,2025-10-30T23:47:53.457076
Developer jobs in Austin,Client ,Not specified,Not specified,"Client will pay no fees for interviews or discussions, which occur during the process of selecting a Candidate(s).View allInnovIT USA jobs in Austin, TX-Austin jobs-Full Stack Developer jobs in Austin, TXSalary Search:Full stack python developer salaries in Austin, TX",Python,Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.468978
Lead Engineer - Python (USA),Lead ,Not specified,Not specified,"Lead Engineer - Python (USA)Crest Data SystemsSan Jose, CAThe ideal candidate will take ownership of backend development projects from concept to delivery, ensuring technical excellence and a seamless experience for…View allCrest Data Systems jobs in San Jose, CA-San Jose jobs-Lead Engineer jobs in San Jose, CASalary Search:Lead Engineer - Python (USA) salaries in San Jose, CA",Python,Not specified,https://www.indeed.com/rc/clk?jk=a3388f3442ac6217&bb=A6i9GU5R4W63TeSL2pEVu9KQecF9I7Y_mdLs4KIfL8pHLUfgFIfcV8WH8vvZxmPI5wvxp2U-R2mWn_ZPTjDTDZFGF2Wr7wqQMRMqf3KghsdOY_02g23jLbMDtUgVQc3nQ_pWz0OjeMbJPDAVVNSMdA%3D%3D&xkcb=SoDb67M3rbC4c5RjKZ0DbzkdCdPP&fccid=f19917f83b5e7c7c&vjs=3,Indeed,2025-10-30T23:47:53.470671
Lead Engineer jobs in San Jose,The ,Not specified,Not specified,"The ideal candidate will take ownership of backend development projects from concept to delivery, ensuring technical excellence and a seamless experience for…View allCrest Data Systems jobs in San Jose, CA-San Jose jobs-Lead Engineer jobs in San Jose, CASalary Search:Lead Engineer - Python (USA) salaries in San Jose, CA",Python,Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.484893
Python developer,Python ,Not specified,Not specified,"Python developerInnovIT USAPhiladelphia, PAStrong in SQL skills.Good to have AWS services knowledge – ECS, Glue, , Lambda, Redshift, Athena, Cloudwatch.Good to have Dremio Knowledge.View allInnovIT USA jobs in Philadelphia, PA-Philadelphia jobs-Python Developer jobs in Philadelphia, PASalary Search:Python developer salaries in Philadelphia, PA","Python, Sql, Aws",Not specified,https://www.indeed.com/rc/clk?jk=a0d35c16bfbf9a9b&bb=A6i9GU5R4W63TeSL2pEVu_Etb6zZ4Bo6JCY-bD5lOyRiYHmXHgKjYv1O5GyY47Flpi80HfdyVfRXQSsCvEPifGbUfShqIQi8L0peVLyQ-kWxrJjeolOiVDxwvsid_vz-uKDqeT3vhszq12xz9cI6Uw%3D%3D&xkcb=SoBv67M3rbC4c5RjKZ0CbzkdCdPP&fccid=7322f36fffb03aa6&vjs=3,Indeed,2025-10-30T23:47:53.488382
Python Developer jobs in Philadelphia,Strong ,Not specified,Not specified,"Strong in SQL skills.Good to have AWS services knowledge – ECS, Glue, , Lambda, Redshift, Athena, Cloudwatch.Good to have Dremio Knowledge.View allInnovIT USA jobs in Philadelphia, PA-Philadelphia jobs-Python Developer jobs in Philadelphia, PASalary Search:Python developer salaries in Philadelphia, PA","Python, Sql, Aws",Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.501759
Software Engineer,Software ,Not specified,Not specified,"Software EngineerGoliath PartnersHybrid work in New York, NYThe firm is looking for a Software Engineer with a couple years of experience using C++ andPythonin a professional setting.MS/PhD or similarly related field.View allGoliath Partners jobs in New York, NY-New York jobsSalary Search:Software Engineer salaries in New York, NY",Python,Not specified,https://www.indeed.com/rc/clk?jk=42e3ddd524511788&bb=A6i9GU5R4W63TeSL2pEVu8ddNGiI0RT8wAZox3xByjMmiY0HCU9xM03ks6yS52sCVfOb91YexNYWfxOUlywncgCFxNFIG2Ml_cctuuaS3d4eYUsA04NNwhZtQ1boPBswqa7tApxmKdeHBqjQMOMynw%3D%3D&xkcb=SoBG67M3rbC4c5RjKZ0AbzkdCdPP&fccid=e97fd59de4887454&vjs=3,Indeed,2025-10-30T23:47:53.504366
Software Engineer with a couple years of experience using C,The ,Not specified,Not specified,"The firm is looking for a Software Engineer with a couple years of experience using C++ andPythonin a professional setting.MS/PhD or similarly related field.View allGoliath Partners jobs in New York, NY-New York jobsSalary Search:Software Engineer salaries in New York, NY",Python,Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.508601
Python Developer,Python ,Not specified,Not specified,"Python DeveloperAktraReston, VAAs aPythonDeveloper, you will be responsible for designing, implementing, testing, and maintaining innovative solutions usingPythonprogramming language.View allAktra jobs in Reston, VA-Reston jobsSalary Search:Python Developer salaries in Reston, VA",Python,Not specified,https://www.indeed.com/rc/clk?jk=c2f79bad0c33744f&bb=A6i9GU5R4W63TeSL2pEVu1w7bj4Jmb3ZRsQpjqJd2s6ZvI4Nm1RXd4_htaE6A1TZKLQcncpnugK8nERqQ9WQk3lxdhL0_IU_xvBKztF1KiIFyBeuB4S1aDhHSjodTUNb-vYaCJwLI2C52n-ofFGg1w%3D%3D&xkcb=SoDI67M3rbC4c5RjKZ0HbzkdCdPP&fccid=7c1c670e7849733c&vjs=3,Indeed,2025-10-30T23:47:53.509820
PythonDeveloper,PythonDeveloper,Not specified,Not specified,"As aPythonDeveloper, you will be responsible for designing, implementing, testing, and maintaining innovative solutions usingPythonprogramming language.View allAktra jobs in Reston, VA-Reston jobsSalary Search:Python Developer salaries in Reston, VA",Python,Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.518429
Jr Python Developer,Python ,Not specified,Not specified,"Jr Python DeveloperVeracity SoftwareIselin, NJ 08830Flexible scheduleExperience Life at Veracity Software Private Limited.Whether through mentorship programs, skill-building workshops, or access to cutting-edge technologies, we…View allVeracity Software jobs in Iselin, NJ-Iselin jobs-Junior Python Developer jobs in Iselin, NJSalary Search:Jr Python Developer salaries",Python,Not specified,https://www.indeed.com/rc/clk?jk=e9c3bc0666e56209&bb=A6i9GU5R4W63TeSL2pEVu9KQecF9I7Y_n0TICjTLyyOS1eeFuDPv99HA00h49_nwm7y19k-zKp-gfjGii-8s30suzysFoaydWM8oEOa8Lxx51NDAoqHH9rMd-sSWbTaQHcNfb4ysQt7IzZ7nJxSi_A%3D%3D&xkcb=SoB867M3rbC4c5RjKZ0GbzkdCdPP&fccid=aca244d0c7282091&vjs=3,Indeed,2025-10-30T23:47:53.519505
Software Private Limited,Experience ,Not specified,Not specified,"Experience Life at Veracity Software Private Limited.Whether through mentorship programs, skill-building workshops, or access to cutting-edge technologies, we…View allVeracity Software jobs in Iselin, NJ-Iselin jobs-Junior Python Developer jobs in Iselin, NJSalary Search:Jr Python Developer salaries",Python,Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.523068
Data Engineer : Python+SQL+Data Analysis,Data ,Not specified,Not specified,"Data Engineer : Python+SQL+Data AnalysisOceanFrogsDuluth, GA 30097A. This role will involve end-to-end design & development in the areas ofPythonand backend layer.Python Scraping is a plus.Good time and management skills.View allOceanFrogs jobs in Duluth, GA-Duluth jobs-Data Engineer jobs in Duluth, GASalary Search:Data Engineer : Python+SQL+Data Analysis salaries in Duluth, GA","Python, Sql, Api",Not specified,https://www.indeed.com/rc/clk?jk=96b26dce707bd67d&bb=A6i9GU5R4W63TeSL2pEVu5kXu5IiHW_7pka5onmLI1TuF1ZKnsXLEN_GETg-QtzEoAD86zU7tnaKHUBbpx0jD7bz8itHMD9pSmRkxSkGOVx7hF4JIeSonfDfKdQIbBdAvZFqMOH38fHzY9vYzqFb6w%3D%3D&xkcb=SoDh67M3rbC4c5RjKZ0FbzkdCdPP&fccid=51ab903896b2f7cb&vjs=3,Indeed,2025-10-30T23:47:53.523840
Pythonand backend layer,This ,Not specified,Not specified,"A. This role will involve end-to-end design & development in the areas ofPythonand backend layer.Python Scraping is a plus.Good time and management skills.View allOceanFrogs jobs in Duluth, GA-Duluth jobs-Data Engineer jobs in Duluth, GASalary Search:Data Engineer : Python+SQL+Data Analysis salaries in Duluth, GA","Python, Sql, Api",Not specified,https://www.indeed.com/jobs?q=python+developer&start=40,Indeed,2025-10-30T23:47:53.531032
